CPT                  PF07931.12   174 Avas.s032.g8.i1      -            506      0.13   12.0   0.0   2   2    0.0032        12    5.7   0.0     3    30   226   252   224   259 0.79 Chloramphenicol phosphotransferase-like protein
#
# Program:         hmmscan
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SCAN
# Query file:      avas_s022_tandem_cluster_1.fasta
# Target file:     /home/wrf/db/Pfam-A.hmm
# Option settings: hmmscan --domtblout avas_s022_tandem_cluster_1.pfam.tab --cpu 1 /home/wrf/db/Pfam-A.hmm avas_s022_tandem_cluster_1.fasta 
# Current dir:     /mnt/data/project/genomes/aphrocallistes_vastus_PORI/Aphrocallistes_vastus_genome/synteny/vs_oopsacas
# Date:            Mon Dec 12 16:00:59 2022
# [ok]
