# Getting manual annotations from -m
# Reading GFF file manually_edited_genes_revised.gff
# File contained:
#exon	1397
#CDS	1181
#mRNA	270
#gene	224
#rRNA	22
#transcript	3
# Collected exons for 295 transcripts
# Getting main gene annotation from -g
# Reading GFF file BRAKER2_ONT-RNA.revised.sort.gff3
ERROR: identical bounds of subfeature exon within brakerONT.m1-g9644.t1, 4408681 4409142 , check GFF
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.14693.1 in Avas.s016.g532.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13506.1 in Avas.s016.g533.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18931.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18943.t1, trying in main instead
FORWARD flag found: forcing forward strand + for brakerONT.jg627.t1 in Avas.s017.g10.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.13045.1 in Avas.s017.g10.i2
REVERSE flag found: forcing reverse strand - for PIN_pipeline_transcript_e40d8bf7-222d-4aa8-820f-3a423dd38989 in Avas.s017.g13.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13035.1 in Avas.s017.g15.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13037.1 in Avas.s017.g16.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.13058.1 in Avas.s017.g28.i1
FORWARD flag found: forcing forward strand + for PIN_pipeline_transcript_731d005e-0629-42f2-a0f2-0ad8746daf0c in Avas.s017.g29.i1
INFORMATION: cannot find alternate isoform brakerONT.jg670.t1, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.13583.1 in Avas.s017.g72.i1
REVERSE flag found: forcing reverse strand - for MSE221.t1 in Avas.s017.g78.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.14862.1 in Avas.s017.g91.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13629.1 in Avas.s017.g105.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.13632.1 in Avas.s017.g110.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.13633.1 in Avas.s017.g111.i1
INFORMATION: cannot find alternate isoform brakerONT.jg714.t1, trying in main instead
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_9c0797f3-afba-4939-9b41-a54604fa026e in Avas.s017.g132.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.13694.1 in Avas.s017.g177.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.15016.1 in Avas.s017.g215.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_b819e2d1-97fe-4160-a66e-b4c075adc705 in Avas.s017.g218.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_1a4cae79-1204-4a73-aaa3-587e1f13a91d in Avas.s017.g227.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_a3fe32b9-30a1-4ec4-857a-a41e6ef920aa in Avas.s017.g234.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.15047.1 in Avas.s017.g242.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.15057.1 in Avas.s017.g249.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_3811190a-dc56-4765-b029-e8fec1245194 in Avas.s017.g276.i1
REVERSE flag found: forcing reverse strand - for MSE092.t1 in Avas.s017.g362.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.15195.1 in Avas.s017.g367.i1
FORWARD flag found: forcing forward strand + for MSE093.t1 in Avas.s017.g372.i1
INFORMATION: cannot find alternate isoform brakerONT.jg979.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.15236.1 in Avas.s017.g411.i1
INFORMATION: cannot find alternate isoform brakerONT.jg2155.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2163.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2195.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2220.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2227.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg2243.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE094.t1 in Avas.s018.g120.i1
REVERSE flag found: forcing reverse strand - for MSE095.t1 in Avas.s018.g143.i1
FORWARD flag found: forcing forward strand + for MSE096.t1 in Avas.s018.g149.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.14523.1 in Avas.s018.g420.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.14565.1 in Avas.s018.g470.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.14278.1 in Avas.s019.g67.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.16054.1 in Avas.s019.g83.i1
FORWARD flag found: forcing forward strand + for MSE097.t1 in Avas.s019.g85.i1
FORWARD flag found: forcing forward strand + for MSE098.t1 in Avas.s019.g86.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.16057.1 in Avas.s019.g87.i1
INFORMATION: cannot find alternate isoform brakerONT.jg7085.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.16278.1 in Avas.s019.g277.i1
INFORMATION: cannot find alternate isoform brakerONT.jg7182.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_019_29 in Avas.s019.g300.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.14824.1 in Avas.s019.g313.i1
REVERSE flag found: forcing reverse strand - for MSE100.t1 in Avas.s019.g394.i1
FORWARD flag found: forcing forward strand + for MSE101.t1 in Avas.s020.g47.i1
INFORMATION: cannot find alternate isoform brakerONT.jg10952.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg10954.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE102.t1 in Avas.s020.g246.i1
FORWARD flag found: forcing forward strand + for MSE103.t1 in Avas.s020.g248.i1
FORWARD flag found: forcing forward strand + for MSE104.t1 in Avas.s020.g249.i1
REVERSE flag found: forcing reverse strand - for MSE105.t1 in Avas.s020.g250.i1
REVERSE flag found: forcing reverse strand - for MSE106.t1 in Avas.s020.g251.i1
FORWARD flag found: forcing forward strand + for MSE107.t1 in Avas.s020.g252.i1
FORWARD flag found: forcing forward strand + for MSE108.t1 in Avas.s020.g253.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_05b98995-ca1e-4e80-819e-ce275474bf42 in Avas.s020.g256.i1
REVERSE flag found: forcing reverse strand - for MSE109.t1 in Avas.s020.g272.i1
REVERSE flag found: forcing reverse strand - for PIN_5TSL_stranded_transcript_21e05f04-eb17-43a1-8262-eae190b1a276 in Avas.s020.g399.i1
FORWARD flag found: forcing forward strand + for MSE110.t1 in Avas.s020.g412.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.16729.1 in Avas.s020.g550.i1
FORWARD flag found: forcing forward strand + for PIN_pipeline_transcript_03c0cd37-28b0-4f1c-8c43-3369c519c879 in Avas.s021.g22.i1
REVERSE flag found: forcing reverse strand - for MSE111.t1 in Avas.s021.g361.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.15909.1 in Avas.s021.g505.i1
FORWARD flag found: forcing forward strand + for MSE112.t1 in Avas.s021.g538.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.15849.1 in Avas.s022.g6.i1
INFORMATION: cannot find alternate isoform brakerONT.jg7320.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7320.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg7609.t2, trying in main instead
FORWARD flag found: forcing forward strand + for MSE113.t1 in Avas.s022.g415.i1
INFORMATION: cannot find alternate isoform brakerONT.jg15812.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17115.1 in Avas.s023.g243.i1
FORWARD flag found: forcing forward strand + for MSE114.t1 in Avas.s023.g322.i1
FORWARD flag found: forcing forward strand + for MSE115.t1 in Avas.s024.g6.i1
REVERSE flag found: forcing reverse strand - for MSE116.t1 in Avas.s024.g48.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_ab76c161-54ef-4953-85a8-c04e4714d7f0 in Avas.s024.g76.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.16647.1 in Avas.s024.g79.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_77abcf14-7eb0-4e64-b392-2558abef317c in Avas.s024.g81.i1
FORWARD flag found: forcing forward strand + for MSE117.t1 in Avas.s024.g147.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.18079.1 in Avas.s025.g90.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.16794.1 in Avas.s025.g134.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.16796.1 in Avas.s025.g138.i1
FORWARD flag found: forcing forward strand + for brakerONT.jg8595.t1 in Avas.s026.g31.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.18445.1 in Avas.s026.g89.i1
INFORMATION: cannot find alternate isoform brakerONT.jg12237.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.16989.1 in Avas.s028.g4.i1
FORWARD flag found: forcing forward strand + for MSE118.t1 in Avas.s028.g5.i1
FORWARD flag found: forcing forward strand + for MSE119.t1 in Avas.s028.g6.i1
FORWARD flag found: forcing forward strand + for PIN_pipeline_transcript_0dd8f72e-a316-4a4f-ba06-2c11dd7d0af2 in Avas.s030.g3.i1
INFORMATION: cannot find alternate isoform brakerONT.jg141.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for MSE222.t1 in Avas.s033.g7.i1
REVERSE flag found: forcing reverse strand - for MSE223.t1 in Avas.s033.g10.i1
REVERSE flag found: forcing reverse strand - for MSE224.t1 in Avas.s033.g12.i1
REVERSE flag found: forcing reverse strand - for MSE225.t1 in Avas.s033.g16.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17236.1 in Avas.s034.g1.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18170.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg18170.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17267.1 in Avas.s036.g18.i1
FORWARD flag found: forcing forward strand + for MSE226.t1 in Avas.s037.g7.i1
FORWARD flag found: forcing forward strand + for s039.mRNA5 in Avas.s039.g4.i1
INFORMATION: cannot find alternate isoform brakerONT.jg10834.t2, trying in main instead
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17319.1 in Avas.s044.g2.i1
INFORMATION: cannot find alternate isoform brakerONT.jg15669.t2, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg15669.t1, trying in main instead
INFORMATION: cannot find alternate isoform brakerONT.jg83.t1, trying in main instead
FORWARD flag found: forcing forward strand + for MSE227.t1 in Avas.s054.g10.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17405.1 in Avas.s058.g7.i1
REVERSE flag found: forcing reverse strand - for MSE120.t1 in Avas.s061.g1.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17425.1 in Avas.s064.g1.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17433.1 in Avas.s065.g1.i1
FORWARD flag found: forcing forward strand + for MSE121.t1 in Avas.s066.g2.i1
FORWARD flag found: forcing forward strand + for MSE122.t1 in Avas.s066.g4.i1
INFORMATION: cannot find alternate isoform brakerONT.jg113.t1, trying in main instead
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.19100.1 in Avas.s072.g2.i1
INFORMATION: cannot find alternate isoform brakerONT.jg16009.t1, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17492.1 in Avas.s077.g6.i1
FORWARD flag found: forcing forward strand + for MSE228.t1 in Avas.s081.g1.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.19156.1 in Avas.s081.g9.i1
REVERSE flag found: forcing reverse strand - for MSE229.t1 in Avas.s081.g10.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17512.1 in Avas.s082.g9.i1
FORWARD flag found: forcing forward strand + for PIN_5TSL_stranded_transcript_f8940d69-054d-4a0a-b75e-3caf53430c34 in Avas.s083.g2.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.19184.1 in Avas.s085.g1.i1
REVERSE flag found: forcing reverse strand - for fs_on_scaffold_086_32 in Avas.s086.g3.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17560.1 in Avas.s091.g4.i1
INFORMATION: cannot find alternate isoform brakerONT.jg18381.t2, trying in main instead
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17609.1 in Avas.s107.g5.i1
REVERSE flag found: forcing reverse strand - for ONT-RNA_minimap2_tx.17614.1 in Avas.s108.g1.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17616.1 in Avas.s108.g3.i1
REVERSE flag found: forcing reverse strand - for MSE123.t1 in Avas.s126.g3.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.19464.1 in Avas.s129.g2.i1
FORWARD flag found: forcing forward strand + for ONT-RNA_minimap2_tx.17659.1 in Avas.s138.g1.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.19544.1 in Avas.s153.g1.i1
REVERSE flag found: forcing reverse strand - for PE-RNA_hisat2_NS_tx.19550.1 in Avas.s154.g1.i1
FORWARD flag found: forcing forward strand + for PE-RNA_hisat2_NS_tx.19558.1 in Avas.s158.g1.i1
# Counted 295 manual annotations, and 294 sequences
WARNING: Curated seq  MSE142.t1  not found in annotation instructions (-i)
# Read 20645 annotations from Avas_manual_annotation_2022-02-11.fix.tsv
# 20645 total annotations, of these:
#    189 genes were only given a description
#    1318 genes were new
#    71 genes were given additional isoforms
#    3585 genes were flagged for removal
#       of these, 2535 were replaced with another gene
#       1050 were simply removed
# 9746 genes are + strand
# 9832 genes are - strand
# Counted 0 exons used by 2 or more genes
# User given reasons for correction included:
#split	1362
#wrong exons	511
#fixed UTR	418
#removed isoform	407
#fused	332
#FORWARD	290
#REVERSE	266
#missing exons	191
#no RNA support	102
#antisense RNA	57
#repeat region	34
#frameshift corrected	25
#rRNA	24
#removed isoforms	22
#wrong start	19
#incomplete	15
#isoform removed	12
#missing exon	10
#replaced isoform	9
#missassembled region	7
#replaced isoforms	4
#added isoforms	3
#added isoform	3
#junk	3
#partial rRNA	2
#wrong exon	1
#wrong end	1
#fixed order	1
#wrong stop	1
#no ORF	1
# Wrote 20060 transcripts for 19578 genes
# Writing gene correspondance table to Avas.v1.29_names.tab
# Processed completed in 0.1 minutes
